Grupos ECOICOP;Tipo de dato;Periodo;Total
07 Transporte;Variación anual;2017M12;1,9
07 Transporte;Variación anual;2017M11;3,5
07 Transporte;Variación anual;2017M10;2,2
07 Transporte;Variación anual;2017M09;3,4
07 Transporte;Variación anual;2017M08;3,3
07 Transporte;Variación anual;2017M07;2,4
07 Transporte;Variación anual;2017M06;1,8
07 Transporte;Variación anual;2017M05;3,4
07 Transporte;Variación anual;2017M04;6,2
07 Transporte;Variación anual;2017M03;6,5
07 Transporte;Variación anual;2017M02;8,5
07 Transporte;Variación anual;2017M01;7,6
07 Transporte;Variación anual;2016M12;4,7
07 Transporte;Variación anual;2016M11;1,4
07 Transporte;Variación anual;2016M10;1,7
07 Transporte;Variación anual;2016M09;0
07 Transporte;Variación anual;2016M08;-1,9
07 Transporte;Variación anual;2016M07;-4,1
07 Transporte;Variación anual;2016M06;-4
07 Transporte;Variación anual;2016M05;-4,9
07 Transporte;Variación anual;2016M04;-5,1
07 Transporte;Variación anual;2016M03;-5,3
